keyword,Title,Reviews,Review_points,Address,Country,City,State,Website,Phone,Latitude,Longitude,Category,Kecamatan,Kelurahan,Pasar_Amount,Landmark_Amount,Price_Range_Rp 100–125K,Price_Range_Rp 150–175K,"Price_Range_Rp 1–25,000","Price_Range_Rp 1–50,000","Price_Range_Rp 250,000+",Price_Range_Rp 25–50K,Price_Range_Rp 25–75K,Price_Range_Rp 50–100K,Price_Range_Rp 50–75K,Price_Range_Rp 75–100K,Busiest_time_Monday,Busiest_time_Tuesday,Busiest_time_Wednesday,Busiest_time_Thursday,Busiest_time_Friday,Busiest_time_Saturday,Busiest_time_Sunday,Populations_2023,Competitor,Review_rate,Average_review_points,Average_reviews,Max_reviews,Min_reviews,Success_rate,Success_rate_category_minor,Success_rate_category_major
Warung Makan di Malang,Warung Bu Umi,5.0,4.6,"Jl. Kesemek No.14, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3348-6545,-7.9794081,112.6118573,Warung,Sukun,Sukun,9.0,17.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19320,8,1672.6953692848767,4.57,648.53,4413.0,4.0,209.09,0.0,209.09
Warung Makan di Malang,Teratai Restaurant Savana Hotel & Convention,47.0,4.8,"2JQP+2GG, Jl. Letjen Sutoyo, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 495555,-7.9624379,112.6363244,Restoran,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,3PM,8AM,8AM,10AM,5PM,12PM,5928,22,14601.381477139506,4.53,847.21,21451.0,1.0,663.7,0.0,663.7
Warung Makan di Malang,Warung Sate Gule 89,311.0,4.7,"Jl. Brigjend Slamet Riadi No.89, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 851-0009-1221,-7.9681154,112.6288636,Sate,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,6PM,6PM,6PM,7PM,7PM,7PM,5928,4,1343.55,4.53,847.21,21451.0,1.0,335.89,335.89,0.0
Warung Makan di Malang,Warung MAK TI,4.0,4.8,"Jl. Gajahmada No.3, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9783065,112.6347519,Warung,Klojen,Kiduldalem,4.0,8.0,False,False,True,False,False,False,False,False,False,False,11AM,7AM,7PM,9PM,6AM,4PM,7AM,6240,5,446.59536928487694,4.4,1087.93,7541.0,2.0,89.32,89.32,0.0
Warung Makan di Malang,Rumah makan mak ni,9.0,4.9,"Gading pesantren gang 7 no 11 malang jawa timur, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 819-4592-9333,-7.9706328,112.6141682,Warung,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Warung Kopi di Malang,Warung kopi Bambu,132.0,4.8,"Jl. Danau Kerinci I No.23, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 821-4359-3469,-7.9775096,112.6604038,Minuman,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,6PM,6PM,8PM,8PM,11781,5,381.65,4.58,367.15,2077.0,1.0,76.33,76.33,0.0
Restoran di Malang,Cahyaningrat Rumah Makan,5.0,4.6,"Jl. Kendal Sari Bar. No.2, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 471472,-7.9435281,112.6217337,Warung,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,11AM,8AM,5PM,2PM,2PM,8PM,10AM,19407,28,7638.795369284877,4.55,621.97,8486.0,1.0,272.81,0.0,272.81
Restoran di Malang,Pintbait,60.0,4.4,"Jl. Kurinci No.24, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,https://www.facebook.com/pintbait/,+62 895-0795-2469,-7.9677565,112.6199766,Lainnya,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Warung Makan di Malang,Waroeng SA vegetarian,18.0,4.6,"Jl. Brigjend Slamet Riadi No.94, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 856-3528-998,-7.9676023,112.6290136,Sayuran,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,9,2338.5,4.53,847.21,21451.0,1.0,259.83,0.0,259.83
Restoran di Malang,Kebab Turki Baba Rafi,16.0,4.6,"2JRJ+4WM, Jl. Sarangan, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,https://www.babarafi.com/,Tidak Ada,-7.9596622,112.6323031,Lainnya,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,25,6076.58610785463,4.55,621.97,8486.0,1.0,243.06,0.0,243.06
Warung Makan di Malang,Warung Bu Dewi,6.0,4.5,"Jl. MT. Haryono No.17, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3429-9039,-7.9402364,112.6084178,Warung,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11217,9,324.7,4.57,276.87,1131.0,1.0,36.08,0.0,36.08
Restoran di Malang,SHISHA BOSS CAFE,190.0,4.5,"Jl. Guntur No.29, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,https://instagram.com/shishabosscafe,+62 811-3505-458,-7.9682188,112.6274645,Minuman,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Restoran di Malang,Rumah Rendang Malang,52.0,4.5,"2JJQ+H94, Jl. Panglima Sudirman, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9686119,112.6384468,Lainnya,Blimbing,Blimbing,44.0,14.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,8733,11,5562.740738569753,4.52,664.83,6759.0,1.0,505.7,0.0,505.7
Warung Makan di Malang,"WARUNG CIPTO ""Spesial Rujak Cingur""",14.0,4.6,"Jl. Dr. Cipto No.13, RW.3, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9675415,112.6340531,Sayuran,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,9,2338.5,4.53,847.21,21451.0,1.0,259.83,0.0,259.83
Restoran di Malang,Ayam Goreng Nelongso - Trunojoyo,1295.0,3.8,"Jl. Trunojoyo No.34, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,https://instagram.com/ayamnelongso,Tidak Ada,-7.9748568,112.6368026,Ayam,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,10,4541.85,4.53,847.21,21451.0,1.0,454.19,0.0,454.19
Warung Makan di Malang,Warung Pojok Bu Juariah,9.0,4.9,"Jl. Pahlawan No.386, Balearjosari, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 895-3937-76521,-7.9268758,112.6574702,Warung,Blimbing,Balearjosari,1.0,0.0,False,False,True,False,False,False,False,False,False,False,8AM,8AM,8AM,7AM,7AM,8AM,10AM,9027,1,6.95,4.9,9.0,9.0,9.0,6.95,6.95,0.0
Restoran di Malang,Ronde Angsle Titoni,54.0,4.5,"Jl. Buring No.3, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 815-1559-4711,-7.9725573,112.6275853,Masakan Cina,Kedungkandang,Buring,1.0,0.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,15876,1,29.25,4.53,498.73,1631.0,7.0,29.25,29.25,0.0
Warung Makan di Malang,Warung Pojok Bu Anna,16.0,3.9,"2JG5+47M, Jl. Pisang Candi Barat, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 823-3350-3928,-7.9746719,112.6081781,Warung,Sukun,Sukun,9.0,17.0,False,False,True,False,False,False,False,False,False,False,10PM,12PM,9PM,10PM,10PM,12PM,2PM,19320,8,1672.6953692848767,4.57,648.53,4413.0,4.0,209.09,0.0,209.09
Warung Makan di Malang,Maguroya Sushi Dining,136.0,4.8,"Kawi St Ruko No.51, Bareng, Klojen, Malang City, East Java 65119, Indonesia",ID,Malang City,East Java,https://linktr.ee/sushimaguroya?fbclid=PAAaZ0T5NH4dIhHWLT_itiAjkBm4tYKHXSQ8C2ZwRzQNBrhB2ewoauToh9s7A,+62 811-3788-520,-7.9758072,112.6202664,Seafood,Klojen,Bareng,3.0,2.0,False,False,False,False,True,False,False,False,False,False,6PM,7PM,12PM,7PM,7PM,7PM,7PM,15048,1,70.4,4.49,1186.25,5376.0,10.0,70.4,70.4,0.0
Warung Kopi di Malang,Laoban Malang,1078.0,4.5,"Jl. Soekarno Hatta Indah No.17, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,https://www.instagram.com/laoban.nusantara/,+62 856-5574-6893,-7.9407846,112.6299174,Lainnya,Lowokwaru,Lowokwaru,33.0,79.0,False,False,False,False,False,True,False,False,False,False,10AM,10AM,10AM,9AM,9AM,9AM,9AM,19407,25,6076.58610785463,4.55,621.97,8486.0,1.0,243.06,0.0,243.06
Warung Kopi di Malang,Batugaja,640.0,4.6,"2JVM+M49, Jl. Selorejo B, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,http://instagram.com/batugaja,Tidak Ada,-7.9558328,112.6328691,Lainnya,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,8PM,6PM,6PM,8PM,8PM,8PM,19407,25,6076.58610785463,4.55,621.97,8486.0,1.0,243.06,0.0,243.06
Warung Makan di Malang,Warung Mak Sri,12.0,4.6,"Pasar Madyopuro Bedak Barat No. 36, Jl. Danau Jonge, Madyopuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 858-1534-5168,-7.9771506,112.6713573,Warung,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11781,14,2028.236107854631,4.58,367.15,2077.0,1.0,144.87,0.0,144.87
Warung Kopi di Malang,Kopi dari hati Sudimoro,223.0,4.6,"Jl. Sudimoro Utara No.6, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9304902,112.6270103,Minuman,Lowokwaru,Lowokwaru,33.0,79.0,False,False,False,True,False,False,False,False,False,False,7PM,8PM,8PM,8PM,7PM,7PM,8PM,19407,29,11246.75,4.55,621.97,8486.0,1.0,387.82,0.0,387.82
Warung Kopi di Malang,Kedai Kopi Upajiwo,360.0,4.7,"Jl. Raya Candi VI No.65, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3519-6500,-7.9525711,112.6034904,Minuman,Sukun,Karangbesuki,6.0,4.0,False,False,True,False,False,False,False,False,False,False,9PM,8PM,9PM,9PM,9PM,9PM,10PM,19668,4,1443.25,4.62,502.83,1808.0,45.0,360.81,360.81,0.0
Warung Makan di Malang,Warung Republik Malam,9.0,5.0,"Ijen St No.94, Oro-oro Dowo, Klojen, Malang City, East Java 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 811-3787-922,-7.9628804,112.6258223,Warung,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Warung Kopi di Malang,Kedai Kopi & Buku Bintang Kecil,44.0,4.8,"Jl. Bendungan Sutami No.52, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 857-4933-6409,-7.9613586,112.6135642,Minuman,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,5PM,10PM,6PM,9PM,5PM,10PM,5PM,19407,29,11246.75,4.55,621.97,8486.0,1.0,387.82,0.0,387.82
Warung Makan di Malang,Warung Pink,5.0,4.6,"Jl. Ahmad Yani No.2 B, Arjosari, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 856-5567-0810,-7.9420551,112.6422889,Warung,Blimbing,Arjosari,1.0,1.0,False,False,True,False,False,False,False,False,False,False,5PM,3PM,5PM,7PM,7PM,8AM,7AM,10200,2,206.5,4.52,199.8,403.0,5.0,103.25,103.25,0.0
Warung Kopi di Malang,Psycoffee,235.0,4.6,"Jl. Pulosari No.K 23, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",ID,Malang City,East Java,http://kedaipsycoffee.com/,+62 823-3143-5517,-7.9738865,112.6173877,Lainnya,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,9PM,10AM,8PM,10PM,10AM,10AM,8PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Warung Kopi di Malang,Kopitiam Djiwa Baroe,19.0,4.9,"Jl. Trunojoyo No.2, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9788978,112.6367759,Masakan Cina,Klojen,Kiduldalem,4.0,8.0,False,False,False,False,False,True,False,False,False,False,1PM,11AM,3PM,1PM,1PM,11AM,10AM,6240,1,11.95,4.4,1087.93,7541.0,2.0,11.95,11.95,0.0
Warung Makan di Malang,Gado Gado Pak Wito,75.0,3.7,"2JJH+G92, Pasar, Oro, Oro Dowo, Jl, Guntur, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 851-0518-8183,-7.9687352,112.6283836,Sayuran,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,9,2338.5,4.53,847.21,21451.0,1.0,259.83,0.0,259.83
Warung Kopi di Malang,Distrik 18,483.0,4.7,"Jl. Cengger Ayam No.18, RW.02, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 823-3171-2406,-7.9490868,112.632005,Lainnya,Lowokwaru,Lowokwaru,33.0,79.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,8PM,8PM,8PM,9PM,8PM,19407,25,6076.58610785463,4.55,621.97,8486.0,1.0,243.06,0.0,243.06
Warung Kopi di Malang,Apresio Kopi,677.0,4.6,"Ruko Ditas, Jalan Mayjend Jl. MT. Haryono No.Kav. 11, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 822-4446-6646,-7.945527,112.612347,Minuman,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,10PM,11PM,10PM,11PM,10PM,10PM,7PM,11217,8,1445.45,4.57,276.87,1131.0,1.0,180.68,0.0,180.68
Warung Makan di Malang,Warung Nasi Pak Ji,2.0,4.5,"Pasar Jl. Guntur No.20, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9686689,112.6281632,Olahan Nasi,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,12,2439.3,4.53,847.21,21451.0,1.0,203.28,0.0,203.28
Warung Kopi di Malang,Ruang Rindu Kopi,920.0,4.5,"Jl. MT. Haryono No.17C, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3436-9989,-7.9451334,112.6120065,Minuman,Lowokwaru,Dinoyo,4.0,26.0,False,False,False,False,False,True,False,False,False,False,8PM,7PM,8PM,7PM,9PM,7PM,8PM,11217,8,1445.45,4.57,276.87,1131.0,1.0,180.68,0.0,180.68
Warung Makan di Malang,Warung Batok,5.0,2.2,"Jalan Merdeka Timur No.2 KIJ, Kiduldalem, Klojen, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9839251,112.631559,Warung,Klojen,Kiduldalem,4.0,8.0,False,False,True,False,False,False,False,False,False,False,12PM,3PM,9AM,9PM,5PM,5PM,4PM,6240,5,446.59536928487694,4.4,1087.93,7541.0,2.0,89.32,89.32,0.0
Warung Kopi di Malang,Warung Sarkop (Sarung Kopi),177.0,4.7,"3J65+FJ6, Dinoyo, Lowokwaru, Malang City, East Java 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-9920-1017,-7.9388357,112.6090007,Minuman,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,3PM,10PM,9PM,7PM,9PM,11PM,10PM,11217,8,1445.45,4.57,276.87,1131.0,1.0,180.68,0.0,180.68
Warung Makan di Malang,Warung Mama,5.0,4.2,"Jalan Raya Gadang Komplek Kios Nomor 24, Gadang, Sukun, Gadang, Kec. Sukun, Kota Malang, Jawa Timur 65149, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 851-0603-6090,-8.0107667,112.6292181,Warung,Sukun,Gadang,3.0,1.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,20229,3,12.3,4.37,6.0,10.0,2.0,4.1,4.1,0.0
Warung Kopi di Malang,Warkop Brewok II,3956.0,4.6,"Jl. Trs.Candi Mendut No.37, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65140, Indonesia",ID,Malang City,East Java,https://www.instagram.com/warkopbrewok.mlg,+62 852-9111-5758,-7.9409033,112.6283747,Minuman,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,8PM,9PM,8PM,9PM,9PM,9PM,9PM,19407,29,11246.75,4.55,621.97,8486.0,1.0,387.82,0.0,387.82
Warung Makan di Malang,Warung Nasi Mewah Bu Rina,1.0,5.0,"3J8H+HWQ, Jl. Ikan Tombro, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-9449-5144,-7.9335365,112.6298733,Olahan Nasi,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,15,911.3,4.55,621.97,8486.0,1.0,60.75,0.0,60.75
Warung Kopi di Malang,GIRAS Cafe,16.0,5.0,"Jl. Dr. Cipto No.1, RW.3, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 852-3611-0757,-7.96761,112.63478,Minuman,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Warung Makan di Malang,Warung Nasi Merah Muda,1.0,5.0,"Jl. Taman Serayu No.2, Bunulrejo, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9620794,112.6405531,Olahan Nasi,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,8733,5,792.25,4.52,664.83,6759.0,1.0,158.45,158.45,0.0
Warung Makan di Malang,Warung Ibu Sul,3.0,5.0,"2MW5+PCJ, Jl. Simpang L.A. Sucipto, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9531644,112.6585128,Warung,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,8733,16,3546.3,4.52,664.83,6759.0,1.0,221.64,0.0,221.64
Warung Kopi di Malang,Fertisoil Coffee and Eatery,377.0,4.7,"Jl. Soekarno - Hatta No.8, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,https://www.instagram.com/fertisoil/,+62 877-6294-6253,-7.9415727,112.6230075,Minuman,Lowokwaru,Lowokwaru,33.0,79.0,False,False,False,False,False,False,False,False,True,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,29,11246.75,4.55,621.97,8486.0,1.0,387.82,0.0,387.82
Warung Makan di Malang,Warung Bu Sih,1.0,5.0,"Jl. Raya Sawojajar 3 No.24c, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.979137,112.6530235,Warung,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11781,14,2028.236107854631,4.58,367.15,2077.0,1.0,144.87,0.0,144.87
Warung Makan di Malang,Kedai Si Mbok,45.0,3.0,"Mall Olympic Garden Lantai 3 FC No.03-04, Jalan Kawi No.24, Kauman, Klojen, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 819-0196-5758,-7.976936,112.623702,Minuman,Klojen,Kauman,10.0,6.0,False,False,False,False,False,False,False,False,True,False,4PM,10AM,2PM,4PM,2PM,11AM,7PM,9063,15,5082.0,4.43,1342.15,7391.0,2.0,338.8,0.0,338.8
Warung Kopi di Malang,All About Koffie by Kawisari Est 1870,480.0,4.6,"Jl. Jenderal Basuki Rahmat No.49, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,http://kawisaricoffee.com/,+62 341 366029,-7.9782753,112.6291264,Minuman,Klojen,Kauman,10.0,6.0,False,False,False,False,False,True,False,False,False,False,8PM,8PM,8PM,8PM,8PM,9PM,8PM,9063,15,5082.0,4.43,1342.15,7391.0,2.0,338.8,0.0,338.8
Warung Makan di Malang,Warung Bu Lastri,6.0,4.5,"3J29+462, Jl. Bunga Andong, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 857-5551-6654,-7.949742,112.618028,Warung,Lowokwaru,Jatimulyo,7.0,1.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19014,10,2450.65,4.57,1122.21,7949.0,1.0,245.06,0.0,245.06
Warung Kopi di Malang,Warung Tepi Sungai,38.0,4.8,"Jl. MT. Haryono Jl. Mt Haryono 9 No.308f, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 859-1756-16363,-7.9419989,112.6126011,Warung,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,4PM,7PM,9PM,8PM,2PM,9AM,6PM,11217,9,324.7,4.57,276.87,1131.0,1.0,36.08,0.0,36.08
Warung Kopi di Malang,Maeda.Idn,138.0,4.8,"Jl. Merpati Utara No.25, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 896-9707-2774,-7.9897247,112.6169266,Lainnya,Sukun,Sukun,9.0,17.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19320,5,641.4,4.57,648.53,4413.0,4.0,128.28,128.28,0.0
Warung Makan di Malang,Warung Nasi & Bakso ( Halal ) Cak Andik,17.0,4.4,"3J23+C55, Jl. Joyosuko Metro, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 858-1535-3577,-7.948996,112.6029801,Bakso,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,3PM,9AM,3PM,4PM,2PM,4PM,7PM,19407,4,5698.55,4.55,621.97,8486.0,1.0,1424.64,1424.64,0.0
Warung Makan di Malang,Tiga Putra Rumah Makan,2.0,4.0,"Jl. Pasar Besar No.29A, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 322460,-7.985272,112.632127,Warung,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Warung Kopi di Malang,Warung Kopi 69 - Kedai69 - Cafe69,184.0,4.6,"Jl. Cengger Ayam No.69, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 485933,-7.9444957,112.6318192,Minuman,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,12PM,5PM,2PM,6PM,7PM,9PM,2PM,19407,29,11246.75,4.55,621.97,8486.0,1.0,387.82,0.0,387.82
Warung Kopi di Malang,Kopi Ortu,1164.0,4.5,"Jl. Terusan Kawi No.5, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia",ID,Malang City,East Java,http://instagram.com/kopiortu,+62 812-3484-750,-7.9742061,112.6162998,Minuman,Klojen,Bareng,3.0,2.0,False,False,True,False,False,False,False,False,False,False,8PM,7PM,8PM,8PM,9PM,9PM,9PM,15048,5,1976.8,4.49,1186.25,5376.0,10.0,395.36,395.36,0.0
